usia,jenis_kelamin,pekerjaan,durasi_tidur_menit,sering_terbangun_malam,mimpi_buruk,screen_sebelum_tidur,minum_kopi_hari_ini,merokok,konsumsi_alkohol,jam_kerja_menit,tingkat_beban_kerja,deadline_hari_ini,lembur,waktu_outdoor,aktivitas_hobi,suasana_hati,tingkat_kecemasan,tingkat_energi,konsentrasi,interaksi_sosial,konflik_interpersonal,merasa_kesepian,support_sistem,meditasi,stress_level
30,Laki-laki,Karyawan,479.0,Ya,Tidak,39.0,Ya,Tidak,Tidak,479.0,1,Ya,Tidak,52.0,Ya,Negatif,1.5,3,5,2,Tidak,Tidak,5,Tidak,1
29,Laki-laki,Dokter,275.0,Ya,Tidak,112.0,Tidak,Tidak,Ya,581.0,4,Ya,Ya,36.0,Tidak,Negatif,3.3,1,3,3,Tidak,Ya,2,Tidak,3
30,Perempuan,Mahasiswa,305.0,Tidak,Tidak,80.0,Tidak,Tidak,Ya,599.0,5,Ya,Ya,33.0,Tidak,Negatif,4.6,2,1,3,Ya,Ya,1,Tidak,3
39,Perempuan,Irt,489.0,Tidak,Tidak,60.0,Tidak,Tidak,Tidak,472.0,1,Tidak,Tidak,96.0,Ya,Positif,1.4,4,4,4,Tidak,Tidak,3,Tidak,1
31,Perempuan,Karyawan,463.0,Tidak,Ya,26.0,Tidak,Tidak,Tidak,443.0,1,Tidak,Tidak,77.0,Ya,Netral,1.1,5,4,4,Tidak,Tidak,4,Ya,1
24,Laki-laki,Irt,424.0,Tidak,Tidak,34.0,Ya,Tidak,Tidak,308.0,1,Tidak,Tidak,78.0,Ya,Negatif,1.4,4,3,3,Tidak,Tidak,3,Tidak,1
40,Laki-laki,Karyawan,307.0,Ya,Ya,94.0,Ya,Ya,Tidak,581.0,4,Ya,Ya,0.0,Tidak,Negatif,3.6,2,1,2,Ya,Ya,1,Tidak,3
31,Perempuan,Mahasiswa,362.0,Ya,Tidak,42.0,Tidak,Tidak,Tidak,440.0,2,Ya,Tidak,90.0,Ya,Netral,2.0,3,4,4,Tidak,Tidak,2,Tidak,2
38,Perempuan,Wirausaha,358.0,Ya,Tidak,86.0,Tidak,Tidak,Ya,663.0,4,Ya,Ya,17.0,Tidak,Negatif,3.7,2,2,1,Tidak,Ya,2,Tidak,3
44,Laki-laki,Karyawan,394.0,Tidak,Ya,133.0,Ya,Ya,Tidak,552.0,4,Ya,Ya,6.0,Ya,Negatif,3.8,1,3,1,Tidak,Ya,2,Tidak,3
28,Perempuan,Karyawan,411.0,Ya,Ya,89.0,Ya,Tidak,Tidak,541.0,4,Tidak,Tidak,14.0,Tidak,Netral,3.7,2,3,1,Ya,Ya,1,Tidak,3
47,Laki-laki,Guru,500.0,Tidak,Tidak,31.0,Tidak,Tidak,Tidak,381.0,1,Tidak,Tidak,67.0,Ya,Positif,1.4,4,5,4,Tidak,Ya,5,Ya,1
34,Perempuan,Irt,488.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,330.0,1,Tidak,Tidak,82.0,Ya,Positif,1.3,4,4,4,Tidak,Tidak,4,Ya,1
28,Perempuan,Karyawan,249.0,Ya,Ya,105.0,Tidak,Tidak,Tidak,624.0,4,Tidak,Ya,56.0,Ya,Negatif,4.8,2,2,2,Ya,Ya,2,Tidak,3
23,Laki-laki,Karyawan,485.0,Tidak,Tidak,35.0,Tidak,Tidak,Tidak,334.0,2,Tidak,Tidak,104.0,Tidak,Campur,1.2,4,4,4,Tidak,Tidak,5,Ya,1
21,Perempuan,Irt,504.0,Tidak,Tidak,22.0,Tidak,Tidak,Tidak,396.0,3,Tidak,Tidak,87.0,Ya,Positif,1.0,4,5,5,Tidak,Tidak,4,Ya,1
44,Laki-laki,Karyawan,320.0,Ya,Tidak,63.0,Ya,Tidak,Tidak,611.0,4,Ya,Ya,58.0,Ya,Negatif,5.0,2,2,2,Tidak,Tidak,2,Tidak,3
34,Laki-laki,Karyawan,350.0,Tidak,Ya,67.0,Tidak,Tidak,Tidak,463.0,3,Tidak,Tidak,73.0,Tidak,Netral,3.1,2,2,3,Tidak,Tidak,3,Tidak,2
29,Perempuan,Irt,386.0,Ya,Ya,119.0,Ya,Ya,Ya,606.0,4,Ya,Tidak,37.0,Tidak,Positif,3.8,2,2,2,Ya,Ya,2,Tidak,3
39,Laki-laki,Mahasiswa,371.0,Ya,Tidak,44.0,Tidak,Tidak,Tidak,557.0,3,Tidak,Tidak,45.0,Ya,Campur,3.4,3,3,3,Tidak,Tidak,2,Tidak,2
32,Laki-laki,Freelancer,543.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,350.0,2,Tidak,Tidak,109.0,Ya,Netral,1.5,5,4,5,Tidak,Tidak,4,Ya,1
29,Perempuan,Karyawan,388.0,Ya,Tidak,62.0,Ya,Tidak,Tidak,673.0,4,Ya,Ya,76.0,Tidak,Campur,4.5,2,2,2,Ya,Tidak,2,Tidak,3
30,Perempuan,Mahasiswa,363.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,317.0,2,Ya,Tidak,29.0,Ya,Positif,1.0,4,4,3,Tidak,Tidak,5,Tidak,1
39,Laki-laki,Karyawan,470.0,Tidak,Ya,29.0,Ya,Tidak,Tidak,400.0,3,Ya,Tidak,91.0,Tidak,Campur,2.6,3,2,4,Tidak,Tidak,2,Tidak,2
40,Laki-laki,Dokter,408.0,Tidak,Tidak,51.0,Tidak,Ya,Tidak,422.0,3,Ya,Ya,32.0,Tidak,Netral,2.9,3,2,4,Tidak,Tidak,2,Ya,2
22,Laki-laki,Karyawan,391.0,Ya,Tidak,22.0,Ya,Tidak,Tidak,421.0,1,Tidak,Tidak,82.0,Tidak,Positif,1.8,3,3,3,Tidak,Ya,5,Tidak,1
49,Perempuan,Karyawan,384.0,Ya,Ya,56.0,Ya,Tidak,Tidak,522.0,2,Ya,Tidak,52.0,Tidak,Negatif,2.8,3,4,4,Tidak,Ya,3,Tidak,2
18,Perempuan,Karyawan,549.0,Tidak,Tidak,1.0,Tidak,Tidak,Tidak,280.0,2,Tidak,Tidak,73.0,Ya,Campur,1.7,4,3,4,Tidak,Tidak,4,Tidak,1
31,Laki-laki,Karyawan,420.0,Ya,Tidak,31.0,Tidak,Tidak,Tidak,514.0,4,Ya,Ya,54.0,Tidak,Campur,2.4,4,4,4,Tidak,Tidak,2,Tidak,2
42,Laki-laki,Dokter,381.0,Tidak,Tidak,31.0,Ya,Tidak,Tidak,459.0,4,Ya,Tidak,21.0,Ya,Negatif,2.9,3,3,3,Tidak,Tidak,2,Ya,2
34,Laki-laki,Guru,418.0,Ya,Ya,90.0,Ya,Tidak,Ya,641.0,4,Tidak,Ya,2.0,Tidak,Negatif,3.6,3,2,2,Ya,Ya,1,Ya,3
46,Laki-laki,Karyawan,332.0,Ya,Tidak,82.0,Tidak,Tidak,Tidak,537.0,5,Ya,Tidak,57.0,Ya,Negatif,4.6,2,3,3,Tidak,Ya,2,Tidak,3
29,Laki-laki,Karyawan,418.0,Tidak,Tidak,20.0,Tidak,Ya,Tidak,369.0,2,Tidak,Tidak,52.0,Ya,Positif,1.3,4,4,3,Tidak,Ya,4,Ya,1
38,Perempuan,Dokter,346.0,Tidak,Ya,73.0,Ya,Tidak,Ya,441.0,3,Tidak,Ya,84.0,Tidak,Positif,2.9,2,4,3,Tidak,Tidak,4,Tidak,2
34,Laki-laki,Karyawan,433.0,Tidak,Ya,59.0,Ya,Tidak,Tidak,533.0,3,Tidak,Tidak,59.0,Ya,Negatif,1.7,3,3,3,Tidak,Tidak,3,Tidak,2
28,Laki-laki,Mahasiswa,528.0,Tidak,Tidak,25.0,Tidak,Tidak,Tidak,479.0,1,Tidak,Tidak,104.0,Tidak,Positif,1.0,5,4,4,Tidak,Tidak,5,Ya,1
49,Laki-laki,Dokter,316.0,Ya,Ya,120.0,Ya,Tidak,Ya,633.0,4,Ya,Tidak,25.0,Tidak,Negatif,4.4,2,2,3,Ya,Ya,2,Tidak,3
38,Perempuan,Karyawan,355.0,Ya,Ya,85.0,Ya,Tidak,Tidak,644.0,4,Ya,Ya,46.0,Ya,Campur,4.7,2,2,2,Ya,Ya,2,Tidak,3
42,Perempuan,Dokter,443.0,Tidak,Tidak,36.0,Tidak,Tidak,Tidak,355.0,3,Tidak,Tidak,97.0,Ya,Netral,1.4,5,5,5,Tidak,Ya,5,Tidak,1
33,Perempuan,Mahasiswa,532.0,Ya,Tidak,60.0,Tidak,Tidak,Tidak,455.0,2,Ya,Tidak,69.0,Tidak,Positif,3.0,3,3,3,Tidak,Tidak,2,Ya,2
26,Perempuan,Mahasiswa,418.0,Tidak,Tidak,51.0,Tidak,Tidak,Tidak,282.0,2,Ya,Tidak,111.0,Ya,Positif,2.1,4,5,5,Tidak,Tidak,4,Tidak,1
28,Laki-laki,Mahasiswa,310.0,Ya,Tidak,56.0,Tidak,Tidak,Tidak,506.0,3,Ya,Tidak,69.0,Tidak,Netral,3.0,3,3,3,Tidak,Tidak,3,Ya,2
47,Perempuan,Karyawan,428.0,Ya,Tidak,48.0,Tidak,Tidak,Tidak,425.0,3,Tidak,Tidak,52.0,Tidak,Positif,1.6,5,3,4,Tidak,Tidak,5,Ya,1
44,Perempuan,Guru,321.0,Tidak,Tidak,60.0,Tidak,Tidak,Ya,655.0,4,Ya,Ya,21.0,Tidak,Negatif,3.6,2,2,2,Tidak,Ya,1,Tidak,3
20,Perempuan,Guru,402.0,Ya,Ya,94.0,Ya,Ya,Tidak,540.0,4,Ya,Tidak,0.0,Tidak,Negatif,4.5,2,2,1,Ya,Tidak,2,Tidak,3
37,Laki-laki,Irt,459.0,Ya,Tidak,43.0,Ya,Tidak,Tidak,413.0,3,Ya,Ya,33.0,Tidak,Negatif,1.7,3,4,3,Tidak,Tidak,3,Tidak,2
32,Laki-laki,Dokter,380.0,Ya,Ya,76.0,Tidak,Tidak,Tidak,482.0,2,Ya,Ya,55.0,Tidak,Campur,2.1,3,3,3,Tidak,Ya,3,Ya,2
47,Laki-laki,Karyawan,245.0,Ya,Ya,93.0,Ya,Ya,Tidak,431.0,4,Tidak,Ya,21.0,Ya,Negatif,4.2,2,1,2,Tidak,Ya,3,Tidak,3
28,Laki-laki,Dokter,406.0,Tidak,Ya,35.0,Ya,Tidak,Tidak,479.0,2,Tidak,Tidak,75.0,Tidak,Netral,2.7,2,2,3,Ya,Tidak,3,Ya,2
30,Laki-laki,Mahasiswa,449.0,Ya,Tidak,23.0,Tidak,Tidak,Tidak,316.0,2,Tidak,Tidak,33.0,Ya,Positif,1.9,4,4,4,Tidak,Tidak,4,Tidak,1
45,Laki-laki,Guru,408.0,Tidak,Tidak,41.0,Ya,Tidak,Ya,485.0,3,Tidak,Tidak,52.0,Ya,Campur,2.8,2,4,3,Tidak,Ya,3,Tidak,2
44,Perempuan,Irt,336.0,Ya,Tidak,71.0,Ya,Ya,Tidak,479.0,5,Ya,Ya,52.0,Ya,Negatif,4.2,2,2,2,Tidak,Ya,1,Tidak,3
38,Perempuan,Freelancer,436.0,Tidak,Ya,67.0,Ya,Tidak,Tidak,447.0,3,Tidak,Ya,62.0,Ya,Positif,3.8,3,3,3,Tidak,Tidak,3,Ya,2
42,Laki-laki,Karyawan,411.0,Tidak,Ya,69.0,Ya,Tidak,Tidak,479.0,3,Tidak,Tidak,70.0,Ya,Netral,2.5,3,3,3,Tidak,Ya,3,Ya,2
49,Laki-laki,Karyawan,226.0,Ya,Tidak,88.0,Ya,Tidak,Ya,599.0,4,Ya,Ya,10.0,Tidak,Netral,4.0,2,2,2,Ya,Tidak,1,Tidak,3
24,Perempuan,Mahasiswa,355.0,Ya,Ya,92.0,Ya,Ya,Tidak,610.0,4,Ya,Ya,10.0,Tidak,Negatif,5.0,2,1,2,Tidak,Ya,2,Tidak,3
50,Perempuan,Dokter,366.0,Ya,Tidak,101.0,Ya,Tidak,Ya,567.0,5,Ya,Ya,0.0,Ya,Positif,4.6,2,3,2,Ya,Tidak,4,Tidak,3
19,Perempuan,Guru,455.0,Tidak,Tidak,49.0,Ya,Tidak,Ya,391.0,1,Tidak,Tidak,116.0,Tidak,Netral,1.0,4,4,5,Tidak,Tidak,4,Ya,1
37,Perempuan,Mahasiswa,336.0,Tidak,Tidak,41.0,Tidak,Tidak,Tidak,462.0,3,Tidak,Tidak,24.0,Ya,Netral,2.5,2,4,2,Tidak,Tidak,3,Tidak,2
35,Perempuan,Freelancer,372.0,Tidak,Tidak,90.0,Tidak,Tidak,Tidak,551.0,5,Tidak,Tidak,0.0,Ya,Negatif,3.9,2,2,2,Ya,Ya,2,Tidak,3
31,Laki-laki,Karyawan,323.0,Tidak,Tidak,110.0,Ya,Tidak,Ya,574.0,3,Ya,Ya,0.0,Tidak,Negatif,4.7,2,2,3,Tidak,Ya,2,Tidak,3
39,Perempuan,Irt,371.0,Ya,Tidak,39.0,Tidak,Tidak,Tidak,510.0,4,Tidak,Ya,38.0,Ya,Netral,2.3,3,2,2,Tidak,Tidak,3,Tidak,2
19,Perempuan,Irt,497.0,Tidak,Ya,29.0,Tidak,Tidak,Tidak,428.0,2,Ya,Tidak,114.0,Tidak,Positif,1.5,4,4,3,Tidak,Tidak,4,Tidak,1
48,Laki-laki,Guru,403.0,Ya,Tidak,98.0,Ya,Ya,Tidak,571.0,4,Ya,Ya,66.0,Tidak,Negatif,4.6,3,3,2,Tidak,Tidak,1,Tidak,3
48,Perempuan,Mahasiswa,309.0,Ya,Tidak,101.0,Ya,Tidak,Tidak,688.0,4,Ya,Ya,0.0,Tidak,Negatif,4.9,2,2,2,Tidak,Ya,2,Tidak,3
29,Laki-laki,Guru,474.0,Tidak,Tidak,27.0,Tidak,Ya,Tidak,249.0,2,Ya,Tidak,108.0,Ya,Netral,1.0,4,4,5,Tidak,Tidak,4,Tidak,1
47,Laki-laki,Karyawan,400.0,Ya,Tidak,46.0,Tidak,Tidak,Tidak,592.0,3,Ya,Tidak,51.0,Ya,Positif,2.2,3,4,2,Tidak,Tidak,3,Tidak,2
26,Laki-laki,Irt,415.0,Tidak,Tidak,40.0,Tidak,Tidak,Tidak,467.0,1,Tidak,Tidak,86.0,Tidak,Positif,2.3,4,3,4,Tidak,Tidak,4,Tidak,1
20,Laki-laki,Wirausaha,414.0,Tidak,Tidak,32.0,Tidak,Tidak,Tidak,435.0,2,Ya,Tidak,33.0,Tidak,Campur,3.0,4,2,3,Tidak,Tidak,3,Tidak,2
19,Laki-laki,Freelancer,587.0,Tidak,Tidak,39.0,Ya,Tidak,Tidak,412.0,2,Tidak,Tidak,52.0,Ya,Netral,1.4,4,5,4,Tidak,Tidak,4,Ya,1
37,Laki-laki,Dokter,313.0,Ya,Tidak,26.0,Ya,Ya,Tidak,569.0,4,Ya,Ya,27.0,Tidak,Negatif,3.2,2,2,2,Ya,Tidak,3,Tidak,2
31,Perempuan,Guru,406.0,Ya,Tidak,51.0,Tidak,Tidak,Tidak,510.0,3,Tidak,Ya,39.0,Tidak,Campur,3.0,4,3,4,Tidak,Ya,2,Ya,2
26,Laki-laki,Karyawan,468.0,Ya,Tidak,79.0,Ya,Tidak,Tidak,592.0,2,Tidak,Tidak,44.0,Tidak,Campur,3.0,4,4,4,Tidak,Tidak,4,Ya,2
26,Laki-laki,Guru,350.0,Tidak,Tidak,83.0,Ya,Ya,Ya,495.0,2,Tidak,Ya,70.0,Ya,Negatif,3.4,2,3,3,Tidak,Tidak,3,Tidak,2
45,Laki-laki,Freelancer,351.0,Ya,Tidak,114.0,Tidak,Tidak,Tidak,460.0,3,Ya,Ya,23.0,Ya,Negatif,4.6,1,2,3,Tidak,Ya,1,Tidak,3
30,Perempuan,Karyawan,543.0,Tidak,Tidak,36.0,Tidak,Tidak,Tidak,317.0,1,Tidak,Tidak,127.0,Ya,Positif,1.8,4,4,4,Tidak,Tidak,4,Ya,1
28,Perempuan,Wirausaha,399.0,Tidak,Tidak,28.0,Ya,Tidak,Tidak,283.0,1,Tidak,Tidak,28.0,Ya,Positif,1.6,4,4,3,Tidak,Tidak,4,Tidak,1
25,Perempuan,Karyawan,433.0,Tidak,Ya,78.0,Tidak,Ya,Tidak,655.0,5,Ya,Ya,21.0,Tidak,Negatif,4.8,2,2,2,Tidak,Tidak,2,Tidak,3
19,Laki-laki,Guru,483.0,Tidak,Tidak,50.0,Tidak,Tidak,Tidak,352.0,3,Tidak,Ya,114.0,Tidak,Campur,2.0,5,5,4,Tidak,Ya,3,Ya,1
40,Laki-laki,Freelancer,314.0,Tidak,Ya,102.0,Tidak,Tidak,Tidak,576.0,4,Ya,Ya,31.0,Tidak,Negatif,4.5,1,3,1,Ya,Tidak,3,Tidak,3
37,Perempuan,Karyawan,248.0,Tidak,Ya,133.0,Ya,Tidak,Tidak,575.0,5,Ya,Tidak,24.0,Tidak,Positif,3.8,2,2,1,Ya,Tidak,3,Tidak,3
44,Perempuan,Dokter,381.0,Tidak,Tidak,63.0,Tidak,Ya,Tidak,418.0,3,Tidak,Ya,96.0,Ya,Negatif,2.6,4,4,3,Tidak,Tidak,4,Tidak,2
25,Laki-laki,Dokter,235.0,Ya,Ya,127.0,Ya,Ya,Tidak,545.0,4,Ya,Ya,0.0,Tidak,Negatif,4.0,1,2,2,Ya,Tidak,2,Tidak,3
26,Laki-laki,Mahasiswa,364.0,Tidak,Tidak,44.0,Tidak,Tidak,Tidak,349.0,1,Tidak,Tidak,98.0,Tidak,Positif,1.7,4,5,4,Tidak,Tidak,4,Tidak,1
27,Perempuan,Freelancer,500.0,Tidak,Tidak,28.0,Tidak,Tidak,Tidak,461.0,1,Tidak,Tidak,71.0,Ya,Positif,1.6,5,3,4,Tidak,Ya,5,Tidak,1
41,Perempuan,Guru,427.0,Tidak,Tidak,74.0,Tidak,Tidak,Tidak,534.0,3,Tidak,Tidak,23.0,Ya,Negatif,3.3,2,3,4,Tidak,Tidak,3,Ya,2
33,Perempuan,Karyawan,319.0,Tidak,Tidak,55.0,Ya,Tidak,Tidak,467.0,3,Ya,Tidak,105.0,Tidak,Negatif,3.2,3,2,3,Tidak,Tidak,3,Tidak,2
44,Perempuan,Guru,418.0,Ya,Ya,92.0,Ya,Ya,Tidak,596.0,5,Tidak,Ya,0.0,Tidak,Campur,3.5,2,1,2,Ya,Ya,1,Tidak,3
36,Laki-laki,Wirausaha,411.0,Tidak,Tidak,36.0,Tidak,Tidak,Tidak,310.0,1,Tidak,Tidak,91.0,Ya,Positif,1.2,3,3,3,Tidak,Tidak,4,Tidak,1
38,Laki-laki,Karyawan,429.0,Tidak,Ya,56.0,Tidak,Ya,Tidak,501.0,3,Tidak,Tidak,38.0,Tidak,Negatif,2.8,2,3,4,Ya,Ya,4,Ya,2
22,Laki-laki,Freelancer,450.0,Tidak,Tidak,42.0,Tidak,Tidak,Tidak,479.0,2,Ya,Tidak,37.0,Tidak,Positif,3.5,4,3,3,Ya,Tidak,3,Tidak,2
24,Perempuan,Karyawan,293.0,Ya,Tidak,59.0,Ya,Tidak,Tidak,541.0,2,Tidak,Tidak,31.0,Ya,Campur,3.1,3,3,3,Ya,Tidak,2,Tidak,2
30,Perempuan,Karyawan,487.0,Tidak,Tidak,3.0,Ya,Tidak,Ya,314.0,1,Tidak,Tidak,52.0,Ya,Positif,1.1,4,4,4,Tidak,Ya,5,Ya,1
35,Laki-laki,Guru,458.0,Ya,Tidak,54.0,Tidak,Tidak,Tidak,426.0,3,Tidak,Tidak,33.0,Ya,Campur,3.4,3,3,3,Tidak,Ya,4,Tidak,2
19,Perempuan,Wirausaha,270.0,Tidak,Tidak,86.0,Ya,Ya,Tidak,634.0,4,Ya,Ya,0.0,Ya,Netral,4.3,2,2,1,Tidak,Tidak,2,Ya,3
37,Laki-laki,Karyawan,469.0,Tidak,Tidak,23.0,Tidak,Ya,Tidak,276.0,2,Tidak,Tidak,79.0,Ya,Positif,1.0,3,5,4,Tidak,Tidak,5,Tidak,1
43,Perempuan,Dokter,388.0,Tidak,Ya,78.0,Ya,Tidak,Ya,702.0,4,Ya,Ya,46.0,Tidak,Negatif,4.9,2,2,2,Ya,Ya,2,Tidak,3
34,Laki-laki,Irt,397.0,Tidak,Tidak,31.0,Tidak,Tidak,Tidak,462.0,4,Ya,Tidak,43.0,Tidak,Positif,2.6,2,3,3,Tidak,Tidak,3,Ya,2
24,Laki-laki,Guru,401.0,Ya,Tidak,118.0,Ya,Ya,Ya,648.0,4,Ya,Ya,2.0,Ya,Negatif,4.3,1,2,2,Ya,Tidak,2,Tidak,3
37,Laki-laki,Mahasiswa,425.0,Tidak,Ya,121.0,Ya,Ya,Ya,685.0,4,Ya,Ya,9.0,Tidak,Negatif,4.6,2,2,3,Ya,Tidak,2,Tidak,3
24,Perempuan,Irt,572.0,Tidak,Ya,19.0,Ya,Tidak,Tidak,352.0,1,Tidak,Tidak,96.0,Ya,Netral,1.8,5,4,4,Ya,Tidak,3,Ya,1
26,Perempuan,Mahasiswa,388.0,Ya,Tidak,18.0,Tidak,Tidak,Tidak,433.0,3,Ya,Tidak,48.0,Ya,Negatif,3.6,3,3,3,Tidak,Tidak,3,Tidak,2
47,Laki-laki,Guru,276.0,Ya,Tidak,83.0,Ya,Tidak,Ya,516.0,4,Tidak,Tidak,20.0,Tidak,Campur,4.3,2,1,1,Ya,Ya,1,Tidak,3
36,Laki-laki,Irt,456.0,Tidak,Tidak,59.0,Ya,Tidak,Ya,613.0,3,Ya,Ya,15.0,Tidak,Negatif,2.9,3,4,4,Ya,Ya,3,Tidak,2
42,Laki-laki,Karyawan,331.0,Ya,Ya,126.0,Ya,Tidak,Tidak,534.0,4,Ya,Ya,94.0,Tidak,Negatif,4.3,2,2,2,Tidak,Ya,2,Tidak,3
39,Laki-laki,Karyawan,418.0,Ya,Tidak,33.0,Tidak,Tidak,Tidak,522.0,4,Ya,Ya,52.0,Tidak,Negatif,3.4,1,3,4,Tidak,Tidak,3,Ya,2
43,Laki-laki,Guru,605.0,Tidak,Tidak,9.0,Tidak,Tidak,Tidak,340.0,2,Tidak,Tidak,99.0,Ya,Negatif,1.1,5,5,4,Tidak,Tidak,5,Ya,1
39,Laki-laki,Guru,410.0,Ya,Tidak,33.0,Tidak,Tidak,Tidak,520.0,3,Ya,Ya,63.0,Ya,Campur,3.0,4,3,4,Tidak,Tidak,2,Ya,2
39,Perempuan,Karyawan,297.0,Ya,Ya,105.0,Ya,Ya,Tidak,589.0,5,Tidak,Ya,27.0,Tidak,Netral,3.1,3,2,2,Ya,Ya,1,Tidak,3
24,Perempuan,Mahasiswa,295.0,Ya,Tidak,56.0,Tidak,Tidak,Tidak,420.0,3,Tidak,Tidak,107.0,Ya,Positif,1.7,4,4,5,Tidak,Tidak,5,Ya,1
36,Perempuan,Karyawan,274.0,Ya,Ya,64.0,Tidak,Ya,Ya,649.0,5,Ya,Tidak,52.0,Tidak,Campur,4.4,1,3,2,Tidak,Tidak,3,Tidak,3
20,Perempuan,Karyawan,321.0,Ya,Tidak,90.0,Ya,Tidak,Tidak,683.0,5,Ya,Ya,15.0,Tidak,Negatif,4.9,2,1,2,Ya,Ya,1,Tidak,3
34,Laki-laki,Mahasiswa,474.0,Tidak,Tidak,50.0,Tidak,Tidak,Tidak,479.0,3,Tidak,Tidak,0.0,Tidak,Netral,2.6,3,3,3,Tidak,Ya,4,Ya,2
35,Laki-laki,Irt,573.0,Tidak,Tidak,32.0,Tidak,Tidak,Tidak,365.0,2,Tidak,Tidak,76.0,Ya,Netral,1.4,5,4,4,Tidak,Tidak,5,Ya,1
41,Perempuan,Guru,345.0,Tidak,Ya,133.0,Ya,Tidak,Ya,618.0,4,Ya,Ya,22.0,Tidak,Negatif,2.8,3,1,2,Ya,Ya,1,Tidak,3
45,Perempuan,Karyawan,465.0,Ya,Tidak,4.0,Ya,Tidak,Tidak,387.0,2,Ya,Tidak,102.0,Ya,Netral,2.0,5,3,4,Tidak,Tidak,5,Tidak,1
39,Perempuan,Karyawan,308.0,Ya,Ya,81.0,Ya,Tidak,Ya,616.0,4,Ya,Ya,23.0,Tidak,Negatif,3.6,2,1,2,Ya,Ya,1,Ya,3
18,Perempuan,Wirausaha,441.0,Tidak,Ya,42.0,Ya,Tidak,Tidak,513.0,3,Tidak,Ya,53.0,Tidak,Campur,2.7,3,2,3,Tidak,Tidak,3,Tidak,2
41,Perempuan,Karyawan,373.0,Ya,Tidak,60.0,Ya,Tidak,Tidak,412.0,4,Tidak,Tidak,45.0,Ya,Netral,2.8,3,3,4,Tidak,Tidak,3,Tidak,2
38,Perempuan,Karyawan,392.0,Tidak,Ya,68.0,Ya,Ya,Tidak,546.0,5,Ya,Ya,38.0,Ya,Negatif,3.2,2,3,2,Ya,Ya,3,Tidak,3
41,Laki-laki,Irt,490.0,Ya,Tidak,24.0,Ya,Tidak,Tidak,431.0,3,Tidak,Tidak,38.0,Ya,Netral,3.1,3,2,3,Tidak,Tidak,4,Tidak,2
50,Laki-laki,Guru,493.0,Tidak,Tidak,96.0,Ya,Ya,Tidak,524.0,3,Ya,Tidak,0.0,Ya,Positif,3.1,3,4,3,Tidak,Tidak,4,Tidak,2
38,Laki-laki,Mahasiswa,332.0,Tidak,Ya,60.0,Ya,Tidak,Tidak,434.0,3,Ya,Tidak,13.0,Ya,Positif,4.0,3,2,4,Tidak,Tidak,3,Ya,2
44,Perempuan,Guru,441.0,Ya,Ya,57.0,Ya,Tidak,Ya,418.0,4,Tidak,Ya,82.0,Tidak,Netral,3.9,3,2,3,Ya,Ya,3,Tidak,2
33,Laki-laki,Karyawan,407.0,Tidak,Tidak,10.0,Ya,Tidak,Ya,597.0,1,Ya,Tidak,45.0,Ya,Campur,2.8,3,4,2,Tidak,Tidak,3,Ya,2
50,Laki-laki,Guru,234.0,Ya,Ya,101.0,Tidak,Tidak,Tidak,637.0,4,Tidak,Ya,11.0,Ya,Campur,4.2,1,2,3,Tidak,Ya,1,Tidak,3
35,Perempuan,Dokter,416.0,Tidak,Tidak,59.0,Tidak,Ya,Tidak,467.0,3,Ya,Tidak,87.0,Tidak,Positif,3.0,3,4,3,Tidak,Ya,4,Tidak,2
41,Laki-laki,Karyawan,397.0,Tidak,Tidak,74.0,Tidak,Ya,Tidak,447.0,3,Tidak,Tidak,18.0,Tidak,Negatif,3.1,4,3,2,Tidak,Ya,3,Tidak,2
44,Laki-laki,Karyawan,312.0,Ya,Ya,105.0,Ya,Tidak,Ya,609.0,5,Ya,Ya,51.0,Tidak,Netral,3.8,3,2,2,Ya,Tidak,2,Tidak,3
32,Laki-laki,Karyawan,586.0,Tidak,Ya,45.0,Tidak,Tidak,Tidak,388.0,2,Tidak,Tidak,58.0,Ya,Netral,1.4,4,5,5,Tidak,Tidak,5,Tidak,1
21,Perempuan,Karyawan,398.0,Tidak,Tidak,35.0,Ya,Tidak,Tidak,318.0,3,Ya,Tidak,69.0,Tidak,Negatif,2.3,4,4,4,Tidak,Tidak,4,Ya,1
41,Perempuan,Freelancer,336.0,Ya,Ya,56.0,Ya,Ya,Ya,599.0,4,Ya,Tidak,52.0,Tidak,Campur,4.7,2,2,2,Tidak,Tidak,1,Ya,3
18,Perempuan,Guru,351.0,Ya,Tidak,94.0,Ya,Ya,Tidak,548.0,4,Ya,Tidak,4.0,Tidak,Negatif,4.8,3,2,1,Ya,Ya,2,Tidak,3
38,Perempuan,Freelancer,261.0,Ya,Tidak,48.0,Tidak,Tidak,Tidak,427.0,2,Tidak,Tidak,75.0,Tidak,Netral,3.2,4,2,4,Tidak,Tidak,3,Tidak,2
42,Perempuan,Guru,423.0,Tidak,Tidak,56.0,Tidak,Ya,Tidak,433.0,3,Ya,Ya,19.0,Tidak,Negatif,2.7,5,3,3,Tidak,Tidak,3,Tidak,2
